reziser,jmeno,name,rok,zanr,zeme,autor,csfd,imdb,odkaz,link,rozdil
"Eastwood, Clint",Honky Tonk Man,Honkytonk Man ,1982,Komedie/Drama,USA,Clint Eastwood,7.6,6.5,www.csfd.cz/film/2505-honky-tonk-man/,www.imdb.com/title/tt0084088/,1.1
"Eastwood, Clint",Ohnivá liška,Firefox ,1982,Akèní,USA,Clint Eastwood,6.1,5.7,www.csfd.cz/film/2501-ohniva-liska/,www.imdb.com/title/tt0083943/,0.399999999999999
"Eastwood, Clint",Náhlı úder,Sudden Impact ,1983,Akèní/Krimi/Drama,USA,Clint Eastwood,6.9,6.5,www.csfd.cz/film/2513-nahly-uder/,www.imdb.com/title/tt0086383/,0.4
"Eastwood, Clint",Bledı jezdec,Pale Rider ,1985,Western,USA,Clint Eastwood,6.9,7.2,www.csfd.cz/film/2508-bledy-jezdec/,www.imdb.com/title/tt0089767/,-0.3
"Eastwood, Clint",Bojové nasazení,Heartbreak Ridge ,1986,Akèní/Komedie/Drama/Váleènı,USA,Clint Eastwood,7.6,6.6,www.csfd.cz/film/2503-bojove-nasazeni/,www.imdb.com/title/tt0091187/,1
"Eastwood, Clint",Bird,Bird ,1988,Drama/Hudební/ivotopisnı,USA,Clint Eastwood,7.9,7.1,www.csfd.cz/film/2495-bird/,www.imdb.com/title/tt0094747/,0.800000000000001
"Eastwood, Clint","Bílı lovec, èerné srdce",White Hunter Black Heart ,1990,Dobrodrunı/Drama/Akèní,USA,Clint Eastwood,7.1,6.6,www.csfd.cz/film/2516-bily-lovec-cerne-srdce/,www.imdb.com/title/tt0100928/,0.5
"Eastwood, Clint",Zelenáè,"Rookie, The ",1990,Akèní/Komedie/Thriller/Krimi/Drama,USA,Clint Eastwood,6.5,5.7,www.csfd.cz/film/2511-zelenac/,www.imdb.com/title/tt0100514/,0.8
"Eastwood, Clint",Nesmiøitelní,Unforgiven ,1992,Western,USA,Clint Eastwood,8.5,8.3,www.csfd.cz/film/2515-nesmiritelni/,www.imdb.com/title/tt0105695/,0.199999999999999
"Eastwood, Clint",Dokonalı svìt,"Perfect World, A ",1993,Drama/Krimi/Thriller,USA,Clint Eastwood,8.4,7.4,www.csfd.cz/film/2509-dokonaly-svet/,www.imdb.com/title/tt0107808/,1
"Eastwood, Clint",Madisonské mosty,"Bridges of Madison County, The ",1995,Drama/Romantickı,USA,Clint Eastwood,8,7.4,www.csfd.cz/film/2498-madisonske-mosty/,www.imdb.com/title/tt0112579/,0.6
"Eastwood, Clint",Absolutní moc,Absolute Power ,1997,Thriller/Krimi/Drama,USA,Clint Eastwood,6.3,6.6,www.csfd.cz/film/2494-absolutni-moc/,www.imdb.com/title/tt0118548/,-0.3
"Eastwood, Clint",Pùlnoc v zahradì dobra a zla,Midnight in the Garden of Good and Evil ,1997,Krimi/Drama,USA,Clint Eastwood,6.6,6.5,www.csfd.cz/film/2506-pulnoc-v-zahrade-dobra-a-zla/,www.imdb.com/title/tt0119668/,0.0999999999999996
"Eastwood, Clint",Pravda zabíjí,True Crime ,1999,Krimi/Thriller/Drama,USA,Clint Eastwood,6.4,6.5,www.csfd.cz/film/2514-pravda-zabiji/,www.imdb.com/title/tt0139668/,-0.0999999999999996
"Eastwood, Clint",Vesmírní kovbojové,Space Cowboys ,2000,Dobrodrunı/Sci-Fi/Drama/Akèní,"USA, Austrálie",Clint Eastwood,6.3,6.3,www.csfd.cz/film/2512-vesmirni-kovbojove/,www.imdb.com/title/tt0186566/,0
"Eastwood, Clint",Krvavá stopa,Blood Work ,2002,Krimi/Thriller/Drama/Mysteriózní,USA,Clint Eastwood,6.8,6.3,www.csfd.cz/film/2496-krvava-stopa/,www.imdb.com/title/tt0309377/,0.5
"Eastwood, Clint",Tajemná øeka,Mystic River ,2003,Drama/Krimi/Mysteriózní/Thriller,USA,Clint Eastwood,8.1,8,www.csfd.cz/film/43014-tajemna-reka/,www.imdb.com/title/tt0327056/,0.0999999999999996
"Eastwood, Clint",Million Dollar Baby,Million Dollar Baby ,2004,Sportovní/Drama,USA,Clint Eastwood,8.8,8.1,www.csfd.cz/film/182363-million-dollar-baby/,www.imdb.com/title/tt0405159/,0.700000000000001
"Eastwood, Clint",Dopisy z Iwo Jimy,Letters from Iwo Jima ,2006,Drama/Váleènı/Historickı,"USA, Japonsko",Clint Eastwood,8,7.9,www.csfd.cz/film/223904-dopisy-z-iwo-jimy/,www.imdb.com/title/tt0498380/,0.0999999999999996
"Eastwood, Clint",Gran Torino,Gran Torino ,2008,Drama/Psychologickı,"USA, Nìmecko",Clint Eastwood,9,8.2,www.csfd.cz/film/240479-gran-torino/,www.imdb.com/title/tt1205489/,0.800000000000001
"Eastwood, Clint",Vımìna,Changeling ,2008,Drama/Mysteriózní/Historickı,USA,Clint Eastwood,8.5,7.8,www.csfd.cz/film/230480-vymena/,www.imdb.com/title/tt0824747/,0.7
"Eastwood, Clint",Invictus: Neporaenı,Invictus ,2009,Drama/Historickı/Sportovní/ivotopisnı,USA,Clint Eastwood,7.8,7.3,www.csfd.cz/film/234490-invictus-neporazeny/,www.imdb.com/title/tt1057500/,0.5
"Herzog, Werner",Signál k ivotu,Lebenszeichen ,1968,Drama,Západní Nìmecko,Werner Herzog,6.4,7.2,www.csfd.cz/film/4288-signal-k-zivotu/,www.imdb.com/title/tt0063218/,-0.8
"Herzog, Werner",I trpaslíci zaèínali jako malí,Auch Zwerge haben klein angefangen ,1970,Drama/Podobenství,Západní Nìmecko,Werner Herzog,7.1,6.9,www.csfd.cz/film/4261-i-trpaslici-zacinali-jako-mali/,www.imdb.com/title/tt0065436/,0.199999999999999
"Herzog, Werner",Fata Morgana ,Fata Morgana ,1971,Drama/Sci-Fi/Dokumentární,Západní Nìmecko,Werner Herzog,6.5,6.9,www.csfd.cz/film/4269-fata-morgana/,www.imdb.com/title/tt0067085/,-0.4
"Herzog, Werner",Krajina ticha a temnoty,Land des Schweigens und der Dunkelheit ,1971,Dokumentární,Západní Nìmecko,Werner Herzog,7.6,7.8,www.csfd.cz/film/43119-krajina-ticha-a-temnoty/,www.imdb.com/title/tt0067324/,-0.2
"Herzog, Werner","Aguirre, hnìv Boí","Aguirre, der Zorn Gottes ",1972,Dobrodrunı/Drama/ivotopisnı/Historickı,"Západní Nìmecko, Peru",Werner Herzog,8.2,8,www.csfd.cz/film/4260-aguirre-hnev-bozi/,www.imdb.com/title/tt0068182/,0.199999999999999
"Herzog, Werner",Kadı pro sebe a bùh proti všem,Jeder für sich und Gott gegen alle ,1974,Drama/Krimi/ivotopisnı,Západní Nìmecko,Werner Herzog,8.1,7.8,www.csfd.cz/film/4285-kazdy-pro-sebe-a-buh-proti-vsem/,www.imdb.com/title/tt0071691/,0.3
"Herzog, Werner",Herz aus Glas ,Herz aus Glas ,1976,Drama,Západní Nìmecko,Werner Herzog,7.3,6.9,www.csfd.cz/film/4280-herz-aus-glas/,www.imdb.com/title/tt0074626/,0.399999999999999
"Herzog, Werner",Stroszek,Stroszek ,1977,Drama,Západní Nìmecko,Werner Herzog,8.3,7.9,www.csfd.cz/film/4299-stroszek/,www.imdb.com/title/tt0075276/,0.4
"Herzog, Werner",Upír Nosferatu,Nosferatu: Phantom der Nacht ,1979,Horor/Drama,"Západní Nìmecko, Francie",Werner Herzog,7.7,7.5,www.csfd.cz/film/4295-upir-nosferatu/,www.imdb.com/title/tt0079641/,0.2
"Herzog, Werner",Woyzeck,Woyzeck ,1979,Drama,Západní Nìmecko,Werner Herzog,7.1,7.1,www.csfd.cz/film/4304-woyzeck/,www.imdb.com/title/tt0080149/,0
"Herzog, Werner",Fitzcarraldo,Fitzcarraldo ,1982,Dobrodrunı/Drama/ivotopisnı/Hudební,"Západní Nìmecko, Peru",Werner Herzog,8.4,8,www.csfd.cz/film/4270-fitzcarraldo/,www.imdb.com/title/tt0083946/,0.4
"Herzog, Werner",Kde sní zelení mravenci,Wo die grünen Ameisen träumen ,1984,Drama/Poetickı,"Západní Nìmecko, Austrálie",Werner Herzog,6.6,6.9,www.csfd.cz/film/4302-kde-sni-zeleni-mravenci/,www.imdb.com/title/tt0088412/,-0.300000000000001
"Herzog, Werner",Zelená kobra,Cobra Verde ,1987,Dobrodrunı/Drama,"Západní Nìmecko, Ghana",Werner Herzog,6.4,7,www.csfd.cz/film/4266-zelena-kobra/,www.imdb.com/title/tt0094888/,-0.6
"Herzog, Werner",Vıkøik z kamene,Cerro Torre: Schrei aus Stein ,1991,Drama,"Kanada, Nìmecko, Francie",Werner Herzog,6.5,6.1,www.csfd.cz/film/4265-vykrik-z-kamene/,www.imdb.com/title/tt0102855/,0.4
"Herzog, Werner",Malı Dieter chce létat,Little Dieter Needs to Fly ,1997,Dokumentární,"Francie, Nìmecko, Velká Británie",Werner Herzog,8.3,7.9,www.csfd.cz/film/43121-maly-dieter-chce-letat/,www.imdb.com/title/tt0145046/,0.4
"Herzog, Werner",Mùj milovanı nepøítel,Mein liebster Feind - Klaus Kinski ,1999,Dokumentární,"Nìmecko, Velká Británie, Finsko, USA",Werner Herzog,8.5,7.8,www.csfd.cz/film/43122-muj-milovany-nepritel/,www.imdb.com/title/tt0200849/,0.7
"Herzog, Werner",Invincible ,Invincible ,2001,Drama,"Velká Británie, Nìmecko, Irsko, USA",Werner Herzog,6.6,6.5,www.csfd.cz/film/4283-invincible/,www.imdb.com/title/tt0245171/,0.0999999999999996
"Herzog, Werner",Wheel of Time ,Wheel of Time ,2003,Dokumentární,Nìmecko,Werner Herzog,8.4,7.1,www.csfd.cz/film/43126-wheel-of-time/,www.imdb.com/title/tt0331080/,1.3
"Herzog, Werner","White Diamond, The ","White Diamond, The ",2004,Dokumentární,"Nìmecko, Japonsko, Velká Británie",Werner Herzog,8.4,7.5,www.csfd.cz/film/205803-white-diamond-the/,www.imdb.com/title/tt0435776/,0.9
"Herzog, Werner",Grizzly Man,Grizzly Man ,2005,Dokumentární/ivotopisnı,USA,Werner Herzog,7.1,7.8,www.csfd.cz/film/206141-grizzly-man/,www.imdb.com/title/tt0427312/,-0.7
"Herzog, Werner",Temnı úsvit,Rescue Dawn ,2006,Akèní/Dobrodrunı/Drama/Váleènı,USA,Werner Herzog,7.5,7.4,www.csfd.cz/film/222600-temny-usvit/,www.imdb.com/title/tt0462504/,0.0999999999999996
"Herzog, Werner",Setkání na konci svìta,Encounters at the End of the World ,2007,Dokumentární,USA,Werner Herzog,7.2,7.7,www.csfd.cz/film/234237-setkani-na-konci-sveta/,www.imdb.com/title/tt1093824/,-0.5
"Herzog, Werner",Happy People: A Year in the Taiga ,Happy People: A Year in the Taiga ,2010,Dokumentární,Nìmecko,"Dmitrij Vasjukov, Werner Herzog",8.9,7.6,www.csfd.cz/film/283291-happy-people-a-year-in-the-taiga/,www.imdb.com/title/tt1683876/,1.3
"Herzog, Werner",Jeskynì zapomenutıch snù,Cave of Forgotten Dreams ,2010,Dokumentární/Historickı,"Kanada, USA, Nìmecko, Francie",Werner Herzog,7.5,7.3,www.csfd.cz/film/283290-jeskyne-zapomenutych-snu/,www.imdb.com/title/tt1664894/,0.2
"Herzog, Werner",Into the Abyss ,Into the Abyss ,2011,Dokumentární/Krimi,"Nìmecko, Kanada",Werner Herzog,7.2,7.3,www.csfd.cz/film/305685-into-the-abyss/,www.imdb.com/title/tt1972663/,-0.0999999999999996
"Kim, Ki-duk",Divá zvìø,Yasaeng dongmul bohoguyeog ,1996,Krimi/Drama/Komedie,Jiní Korea,Ki-duk Kim,7.1,6.4,www.csfd.cz/film/36459-diva-zver/,www.imdb.com/title/tt0190882/,0.699999999999999
"Kim, Ki-duk",Krokodıl,Ageo ,1996,Drama,Jiní Korea,Ki-duk Kim,7.3,6.7,www.csfd.cz/film/36453-krokodyl/,www.imdb.com/title/tt0296492/,0.6
"Kim, Ki-duk",Ptaèí klec,Paran daemun ,1998,Drama,Jiní Korea,Ki-duk Kim,8.1,6.9,www.csfd.cz/film/36455-ptaci-klec/,www.imdb.com/title/tt0190268/,1.2
"Kim, Ki-duk",Ostrov,Seom ,2000,Drama/Thriller/Poetickı,Jiní Korea,Ki-duk Kim,7.7,7,www.csfd.cz/film/36456-ostrov/,www.imdb.com/title/tt0255589/,0.7
"Kim, Ki-duk",Skuteèná fikce,Shilje sanghwang ,2000,Krimi/Drama/Experimentální,Jiní Korea,Ki-duk Kim,6.7,6,www.csfd.cz/film/36457-skutecna-fikce/,www.imdb.com/title/tt0269857/,0.7
"Kim, Ki-duk",Adresát neznámı,Suchwiin bulmyeong ,2001,Drama/Váleènı,Jiní Korea,Ki-duk Kim,8.2,7.3,www.csfd.cz/film/70658-adresat-neznamy/,www.imdb.com/title/tt0284815/,0.899999999999999
"Kim, Ki-duk",Drsòák,Nabbeun namja ,2001,Drama,Jiní Korea,Ki-duk Kim,7.4,6.8,www.csfd.cz/film/36454-drsnak/,www.imdb.com/title/tt0307213/,0.600000000000001
"Kim, Ki-duk",Pobøení hlídka,Hae anseon ,2002,Akèní/Drama/Váleènı,Jiní Korea,Ki-duk Kim,6.8,6.5,www.csfd.cz/film/70657-pobrezni-hlidka/,www.imdb.com/title/tt0341384/,0.3
"Kim, Ki-duk","Jaro, léto, podzim, zima... a jaro",Bom yeoreum gaeul gyeoul geurigo bom ,2003,Drama/Poetickı,"Jiní Korea, Nìmecko",Ki-duk Kim,8.5,8,www.csfd.cz/film/136117-jaro-leto-podzim-zima-a-jaro/,www.imdb.com/title/tt0374546/,0.5
"Kim, Ki-duk",3-iron,Bin jip ,2004,Krimi/Romantickı/Drama/Poetickı,"Jiní Korea, Japonsko",Ki-duk Kim,8.5,8,www.csfd.cz/film/185313-3-iron/,www.imdb.com/title/tt0423866/,0.5
"Kim, Ki-duk",Samaritánka,Samaria ,2004,Drama/Poetickı,Jiní Korea,Ki-duk Kim,7.4,7.1,www.csfd.cz/film/168349-samaritanka/,www.imdb.com/title/tt0397619/,0.300000000000001
"Kim, Ki-duk",Luk,Hwal ,2005,Drama/Romantickı/Podobenství,"Jiní Korea, Japonsko",Ki-duk Kim,7.2,7.1,www.csfd.cz/film/208125-luk/,www.imdb.com/title/tt0456470/,0.100000000000001
"Kim, Ki-duk",Èas,Shigan ,2006,Drama/Romantickı,"Jiní Korea, Japonsko",Ki-duk Kim,7.9,7.2,www.csfd.cz/film/222698-cas/,www.imdb.com/title/tt0497986/,0.7
"Kim, Ki-duk",Pieta,Pieta ,2012,Drama/Thriller,Jiní Korea,Ki-duk Kim,7.1,7,www.csfd.cz/film/323041-pieta/,www.imdb.com/title/tt2299842/,0.0999999999999996
"Kachyòa, Karel",Dnes veèer všechno skonèí ,Dnes veèer všechno skonèí ,1954,Drama/Dobrodrunı,Èeskoslovensko,"Vojtìch Jasnı, Karel Kachyòa",3.5,4.7,www.csfd.cz/film/4759-dnes-vecer-vsechno-skonci/,www.imdb.com/title/tt0046918/,-1.2
"Kachyòa, Karel",Tenkrát o Vánocích ,Tenkrát o Vánocích ,1958,Drama/Váleènı,Èeskoslovensko,Karel Kachyòa,6.5,6.3,www.csfd.cz/film/4981-tenkrat-o-vanocich/,www.imdb.com/title/tt0052284/,0.2
"Kachyòa, Karel",Král Šumavy ,Král Šumavy ,1959,Krimi/Drama/Dobrodrunı,Èeskoslovensko,Karel Kachyòa,7.1,6.6,www.csfd.cz/film/4955-kral-sumavy/,www.imdb.com/title/tt0052978/,0.5
"Kachyòa, Karel",Práèe ,Práèe ,1960,Drama/Váleènı/Rodinnı,Èeskoslovensko,Karel Kachyòa,6.8,6.7,www.csfd.cz/film/4972-prace/,www.imdb.com/title/tt0054202/,0.0999999999999996
"Kachyòa, Karel",Pouta ,Pouta ,1961,Drama/Psychologickı,Èeskoslovensko,Karel Kachyòa,6.5,6.9,www.csfd.cz/film/4970-pouta/,www.imdb.com/title/tt0055321/,-0.4
"Kachyòa, Karel",Trápení ,Trápení ,1961,Rodinnı,Èeskoslovensko,Karel Kachyòa,7.5,6.7,www.csfd.cz/film/4982-trapeni/,www.imdb.com/title/tt0056610/,0.8
"Kachyòa, Karel",Závra ,Závra ,1962,Drama/Psychologickı,Èeskoslovensko,Karel Kachyòa,7.6,7,www.csfd.cz/film/4991-zavrat/,www.imdb.com/title/tt0056716/,0.6
"Kachyòa, Karel",Nadìje ,Nadìje ,1963,Drama,Èeskoslovensko,Karel Kachyòa,8.3,7.4,www.csfd.cz/film/4963-nadeje/,www.imdb.com/title/tt0057349/,0.9
"Kachyòa, Karel",Vysoká zeï ,Vysoká zeï ,1964,Romantickı,Èeskoslovensko,Karel Kachyòa,7.5,7.6,www.csfd.cz/film/4988-vysoka-zed/,www.imdb.com/title/tt0058731/,-0.0999999999999996
"Kachyòa, Karel",At' ije republika ,At' ije republika ,1965,Drama/Váleènı,Èeskoslovensko,Karel Kachyòa,8.3,8.1,www.csfd.cz/film/4939-at-zije-republika/,www.imdb.com/title/tt0058924/,0.200000000000001
"Kachyòa, Karel",Koèár do Vídnì ,Koèár do Vídnì ,1966,Drama/Váleènı/Psychologickı,Èeskoslovensko,Karel Kachyòa,8.4,7.4,www.csfd.cz/film/4952-kocar-do-vidne/,www.imdb.com/title/tt0060597/,1
"Kachyòa, Karel",Noc nevìsty ,Noc nevìsty ,1967,Drama,Èeskoslovensko,Karel Kachyòa,7.7,7.5,www.csfd.cz/film/4964-noc-nevesty/,www.imdb.com/title/tt0062048/,0.2
"Kachyòa, Karel",Naše bláznivá rodina ,Naše bláznivá rodina ,1968,Komedie/Rodinnı,Èeskoslovensko,"Jan Valášek st., Karel Kachyòa",6.4,7.1,www.csfd.cz/film/28126-nase-blazniva-rodina/,www.imdb.com/title/tt0063336/,-0.699999999999999
"Kachyòa, Karel",Vánoce s Albìtou ,Vánoce s Albìtou ,1968,Drama,Èeskoslovensko,Karel Kachyòa,7.1,6.8,www.csfd.cz/film/4985-vanoce-s-alzbetou/,www.imdb.com/title/tt0063758/,0.3
"Kachyòa, Karel",Smìšnı pán ,Smìšnı pán ,1969,Drama,Èeskoslovensko,Karel Kachyòa,7.5,7.8,www.csfd.cz/film/4977-smesny-pan/,www.imdb.com/title/tt0065002/,-0.3
"Kachyòa, Karel",Ucho ,Ucho ,1970,Drama/Psychologickı/Thriller,Èeskoslovensko,Karel Kachyòa,8.6,7.7,www.csfd.cz/film/4983-ucho/,www.imdb.com/title/tt0066498/,0.899999999999999
"Kachyòa, Karel",U zase skáèu pøes kalue ,U zase skáèu pøes kalue ,1970,Rodinnı/Drama,Èeskoslovensko,Karel Kachyòa,8.1,6.9,www.csfd.cz/film/4984-uz-zase-skacu-pres-kaluze/,www.imdb.com/title/tt0066515/,1.2
"Kachyòa, Karel",Vlak do stanice Nebe ,Vlak do stanice Nebe ,1972,Drama/Váleènı,Èeskoslovensko,Karel Kachyòa,7.3,8,www.csfd.cz/film/4987-vlak-do-stanice-nebe/,www.imdb.com/title/tt0069471/,-0.7
"Kachyòa, Karel",Láska ,Láska ,1973,Drama/Romantickı/Poetickı,Èeskoslovensko,Karel Kachyòa,6.1,6.4,www.csfd.cz/film/4957-laska/,www.imdb.com/title/tt0068889/,-0.300000000000001
"Kachyòa, Karel",Pavlínka ,Pavlínka ,1974,Drama,Èeskoslovensko,Karel Kachyòa,6.5,7.6,www.csfd.cz/film/92300-pavlinka/,www.imdb.com/title/tt0071979/,-1.1
"Kachyòa, Karel",Robinsonka ,Robinsonka ,1974,Drama,Èeskoslovensko,Karel Kachyòa,5.9,6.2,www.csfd.cz/film/4973-robinsonka/,www.imdb.com/title/tt0072092/,-0.3
"Kachyòa, Karel",Malá moøská víla ,Malá moøská víla ,1976,Pohádka/Dobrodrunı,Èeskoslovensko,Karel Kachyòa,6.4,6.6,www.csfd.cz/film/4959-mala-morska-vila/,www.imdb.com/title/tt0074846/,-0.199999999999999
"Kachyòa, Karel",Smrt mouchy ,Smrt mouchy ,1976,Psychologickı/Drama,Èeskoslovensko,Karel Kachyòa,5.9,6.8,www.csfd.cz/film/4979-smrt-mouchy/,www.imdb.com/title/tt0076730/,-0.899999999999999
"Kachyòa, Karel",Èekání na déš ,Èekání na déš ,1978,Drama,Èeskoslovensko,Karel Kachyòa,7.1,7.1,www.csfd.cz/film/4942-cekani-na-dest/,www.imdb.com/title/tt0075822/,0
"Kachyòa, Karel",Setkání v èervenci ,Setkání v èervenci ,1978,Komedie,Èeskoslovensko,Karel Kachyòa,7.2,7.1,www.csfd.cz/film/4975-setkani-v-cervenci/,www.imdb.com/title/tt0076690/,0.100000000000001
"Kachyòa, Karel",Lásky mezi kapkami deštì ,Lásky mezi kapkami deštì ,1979,Romantickı/Drama,Èeskoslovensko,Karel Kachyòa,8,6.9,www.csfd.cz/film/4958-lasky-mezi-kapkami-deste/,www.imdb.com/title/tt0077883/,1.1
"Kachyòa, Karel",Cukrová bouda ,Cukrová bouda ,1980,Drama/Váleènı,Èeskoslovensko,Karel Kachyòa,7.5,6.8,www.csfd.cz/film/4944-cukrova-bouda/,www.imdb.com/title/tt0080581/,0.7
"Kachyòa, Karel","Pozor, vizita! ","Pozor, vizita! ",1981,Drama/Komedie/Psychologickı,Èeskoslovensko,Karel Kachyòa,8.1,6.6,www.csfd.cz/film/4971-pozor-vizita/,www.imdb.com/title/tt0082937/,1.5
"Kachyòa, Karel","Fandy, ó Fandy ","Fandy, ó Fandy ",1983,Komedie,Èeskoslovensko,Karel Kachyòa,5.7,5.2,www.csfd.cz/film/4947-fandy-o-fandy/,www.imdb.com/title/tt0083921/,0.5
"Kachyòa, Karel",Sestøièky ,Sestøièky ,1983,Komedie/Drama,Èeskoslovensko,Karel Kachyòa,6.9,7.1,www.csfd.cz/film/4974-sestricky/,www.imdb.com/title/tt0086284/,-0.199999999999999
"Kachyòa, Karel",Dobré svìtlo ,Dobré svìtlo ,1985,Drama,Èeskoslovensko,Karel Kachyòa,6.4,6.8,www.csfd.cz/film/4945-dobre-svetlo/,www.imdb.com/title/tt0089033/,-0.399999999999999
"Kachyòa, Karel",Smrt krásnıch srncù ,Smrt krásnıch srncù ,1986,Komedie/Drama,Èeskoslovensko,Karel Kachyòa,8.7,7,www.csfd.cz/film/4978-smrt-krasnych-srncu/,www.imdb.com/title/tt0091976/,1.7
"Kachyòa, Karel","Kam, pánové, kam jdete? ","Kam, pánové, kam jdete? ",1987,Drama/Komedie,Èeskoslovensko,Karel Kachyòa,6.9,6.8,www.csfd.cz/film/4951-kam-panove-kam-jdete/,www.imdb.com/title/tt0093331/,0.100000000000001
"Kachyòa, Karel",Oznamuje se láskám vašim ,Oznamuje se láskám vašim ,1988,Romantickı/Váleènı,Èeskoslovensko,Karel Kachyòa,7.2,7.2,www.csfd.cz/film/4965-oznamuje-se-laskam-vasim/,www.imdb.com/title/tt0095808/,0
"Kachyòa, Karel",Blázni a dìvèátka ,Blázni a dìvèátka ,1989,Drama/Komedie,Èeskoslovensko,Karel Kachyòa,7.2,6.8,www.csfd.cz/film/4940-blazni-a-devcatka/,www.imdb.com/title/tt0094758/,0.4
"Kachyòa, Karel",Poslední motıl ,Poslední motıl ,1990,Drama/Váleènı,"Èeskoslovensko, Francie, Velká Británie",Karel Kachyòa,8,6.7,www.csfd.cz/film/4969-posledni-motyl/,www.imdb.com/title/tt0100393/,1.3
"Kachyòa, Karel",Mìstem chodí Mikuláš ,Mìstem chodí Mikuláš ,1992,Drama,Èeskoslovensko,Karel Kachyòa,7.6,7.5,www.csfd.cz/film/4960-mestem-chodi-mikulas/,www.imdb.com/title/tt0104858/,0.0999999999999996
"Kachyòa, Karel",Fany ,Fany ,1995,Drama,Èesko,Karel Kachyòa,6.9,6.7,www.csfd.cz/film/4948-fany/,www.imdb.com/title/tt0113027/,0.2
"Kachyòa, Karel",Hanele ,Hanele ,1999,Drama/Romantickı,Èesko,Karel Kachyòa,7,6.3,www.csfd.cz/film/4949-hanele/,www.imdb.com/title/tt0213702/,0.7
"Wajda, Andrzej",Nezvaní hosté,Pokolenie ,1955,Drama/Váleènı/Psychologickı,Polsko,Andrzej Wajda,6.4,7.2,www.csfd.cz/film/32260-nezvani-hoste/,www.imdb.com/title/tt0048500/,-0.8
"Wajda, Andrzej",Kanály,Kanal ,1957,Drama/Váleènı,Polsko,Andrzej Wajda,8,7.8,www.csfd.cz/film/32256-kanaly/,www.imdb.com/title/tt0050585/,0.2
"Wajda, Andrzej",Popel a démant,Popiól i diament ,1958,Drama/Váleènı,Polsko,Andrzej Wajda,8,7.8,www.csfd.cz/film/35216-popel-a-demant/,www.imdb.com/title/tt0052080/,0.2
"Wajda, Andrzej",Lotna ,Lotna ,1959,Drama/Váleènı,Polsko,Andrzej Wajda,6.4,6.1,www.csfd.cz/film/32258-lotna/,www.imdb.com/title/tt0053019/,0.300000000000001
"Wajda, Andrzej",Nevinní èarodìjové,Niewinni czarodzieje ,1960,Drama,Polsko,Andrzej Wajda,7,6.9,www.csfd.cz/film/32259-nevinni-carodejove/,www.imdb.com/title/tt0054119/,0.0999999999999996
"Wajda, Andrzej",Samson ,Samson ,1961,Drama/Romantickı/Váleènı,Polsko,Andrzej Wajda,6.7,6.7,www.csfd.cz/film/32261-samson/,www.imdb.com/title/tt0055401/,0
"Wajda, Andrzej",Popely,Popioly ,1965,Drama,Polsko,Andrzej Wajda,8.3,6.9,www.csfd.cz/film/35215-popely/,www.imdb.com/title/tt0060847/,1.4
"Wajda, Andrzej",Lov na mouchy,Polowanie na muchy ,1969,Komedie,Polsko,Andrzej Wajda,7.5,6.5,www.csfd.cz/film/35214-lov-na-mouchy/,www.imdb.com/title/tt0064825/,1
"Wajda, Andrzej",Vše na prodej,Wszystko na sprzedaz ,1969,Drama,Polsko,Andrzej Wajda,7,6.8,www.csfd.cz/film/35224-vse-na-prodej/,www.imdb.com/title/tt0065226/,0.2
"Wajda, Andrzej",Bøezovı háj,Brzezina ,1970,Drama,Polsko,Andrzej Wajda,8.1,6.8,www.csfd.cz/film/35201-brezovy-haj/,www.imdb.com/title/tt0068321/,1.3
"Wajda, Andrzej",Krajina po bitvì,Krajobraz po bitwie ,1970,Drama/Váleènı,Polsko,Andrzej Wajda,7.9,7,www.csfd.cz/film/35207-krajina-po-bitve/,www.imdb.com/title/tt0065948/,0.9
"Wajda, Andrzej",Veselka,Wesele ,1973,Drama,Polsko,Andrzej Wajda,7.4,7.1,www.csfd.cz/film/35222-veselka/,www.imdb.com/title/tt0069492/,0.300000000000001
"Wajda, Andrzej",Zemì zaslíbená,Ziemia obiecana ,1975,Drama,Polsko,Andrzej Wajda,8.9,7.7,www.csfd.cz/film/35228-zeme-zaslibena/,www.imdb.com/title/tt0072446/,1.2
"Wajda, Andrzej",Èlovìk z mramoru,Czlowiek z marmuru ,1977,Drama,Polsko,Andrzej Wajda,8.7,7.8,www.csfd.cz/film/35203-clovek-z-mramoru/,www.imdb.com/title/tt0075902/,0.899999999999999
"Wajda, Andrzej",Bez umrtvení,Bez znieczulenia ,1978,Drama,"Polsko, Francie",Andrzej Wajda,8,6.9,www.csfd.cz/film/35121-bez-umrtveni/,www.imdb.com/title/tt0078857/,1.1
"Wajda, Andrzej",Sleèny z Vlèí,Panny z Wilka ,1979,Drama,"Polsko, Francie",Andrzej Wajda,7.9,7.2,www.csfd.cz/film/35211-slecny-z-vlci/,www.imdb.com/title/tt0079696/,0.7
"Wajda, Andrzej",Dirigent,Dyrygent ,1980,Drama,Polsko,Andrzej Wajda,7.8,6.9,www.csfd.cz/film/12884-dirigent/,www.imdb.com/title/tt0079090/,0.899999999999999
"Wajda, Andrzej",Èlovìk ze eleza,Czlowiek z zelaza ,1981,Drama/Historickı,Polsko,Andrzej Wajda,8.1,7.4,www.csfd.cz/film/33147-clovek-ze-zeleza/,www.imdb.com/title/tt0082222/,0.699999999999999
