reziser,jmeno,name,rok,zanr,zeme,autor,csfd,imdb,odkaz,link,rozdil
"Spielberg, Steven",Navdy,Always ,1989,Fantasy/Romantickı/Drama,USA,Steven Spielberg,6.3,6.2,www.csfd.cz/film/8625-navzdy/,www.imdb.com/title/tt0096794/,0.0999999999999996
"Spielberg, Steven",Hook,Hook ,1991,Rodinnı/Dobrodrunı/Komedie/Fantasy,USA,Steven Spielberg,6.7,6.4,www.csfd.cz/film/8639-hook/,www.imdb.com/title/tt0102057/,0.3
"Spielberg, Steven",Jurskı park,Jurassic Park ,1993,Dobrodrunı/Sci-Fi/Thriller,USA,Steven Spielberg,8.5,8,www.csfd.cz/film/8644-jursky-park/,www.imdb.com/title/tt0107290/,0.5
"Spielberg, Steven",Schindlerùv seznam,Schindler's List ,1993,Drama/Historickı/Váleènı/ivotopisnı,USA,Steven Spielberg,9.2,8.9,www.csfd.cz/film/8653-schindleruv-seznam/,www.imdb.com/title/tt0108052/,0.299999999999999
"Spielberg, Steven",Amistad,Amistad ,1997,Drama/Historickı/Mysteriózní,USA,Steven Spielberg,7.6,7.1,www.csfd.cz/film/8627-amistad/,www.imdb.com/title/tt0118607/,0.5
"Spielberg, Steven",Ztracenı svìt: Jurskı park,"Lost World: Jurassic Park, The ",1997,Dobrodrunı/Sci-Fi/Thriller,USA,Steven Spielberg,6.6,6.4,www.csfd.cz/film/8646-ztraceny-svet-jursky-park/,www.imdb.com/title/tt0119567/,0.199999999999999
"Spielberg, Steven",Zachraòte vojína Ryana,Saving Private Ryan ,1998,Váleènı/Drama/Akèní/Historickı,USA,Steven Spielberg,8.9,8.6,www.csfd.cz/film/8652-zachrante-vojina-ryana/,www.imdb.com/title/tt0120815/,0.300000000000001
"Spielberg, Steven",A.I. Umìlá inteligence,Artificial Intelligence: AI ,2001,Sci-Fi/Drama/Dobrodrunı,USA,Steven Spielberg,7.7,7,www.csfd.cz/film/8628-a-i-umela-inteligence/,www.imdb.com/title/tt0212720/,0.7
"Spielberg, Steven","Chy mì, kdy to dokáeš",Catch Me If You Can ,2002,Krimi/Drama/Komedie/ivotopisnı,USA,Steven Spielberg,8.6,7.9,www.csfd.cz/film/8630-chyt-me-kdyz-to-dokazes/,www.imdb.com/title/tt0264464/,0.699999999999999
"Spielberg, Steven",Minority Report,Minority Report ,2002,Sci-Fi/Akèní/Thriller/Mysteriózní,USA,Steven Spielberg,8.2,7.7,www.csfd.cz/film/8647-minority-report/,www.imdb.com/title/tt0181689/,0.499999999999999
"Spielberg, Steven",Terminál,"Terminal, The ",2004,Drama/Komedie/Romantickı,USA,Steven Spielberg,7.6,7.2,www.csfd.cz/film/117043-terminal/,www.imdb.com/title/tt0362227/,0.399999999999999
"Spielberg, Steven",Mnichov,Munich ,2005,Drama/Thriller/Historickı,"USA, Kanada, Francie",Steven Spielberg,8,7.6,www.csfd.cz/film/211208-mnichov/,www.imdb.com/title/tt0408306/,0.4
"Spielberg, Steven",Válka svìtù,War of the Worlds ,2005,Sci-Fi/Drama/Thriller/Dobrodrunı,USA,Steven Spielberg,7.2,6.5,www.csfd.cz/film/182358-valka-svetu/,www.imdb.com/title/tt0407304/,0.7
"Spielberg, Steven",Indiana Jones a Království køišálové lebky,Indiana Jones and the Kingdom of the Crystal Skull ,2008,Dobrodrunı/Akèní,USA,Steven Spielberg,7.2,6.3,www.csfd.cz/film/134454-indiana-jones-a-kralovstvi-kristalove-lebky/,www.imdb.com/title/tt0367882/,0.9
"Spielberg, Steven",Tintinova dobrodruství,"Adventures of Tintin, The ",2011,Animovanı/Dobrodrunı/Rodinnı/Mysteriózní,"USA, Novı Zéland",Steven Spielberg,7.4,7.4,www.csfd.cz/film/236467-tintinova-dobrodruzstvi/,www.imdb.com/title/tt0983193/,0
"Spielberg, Steven",Váleènı kùò,War Horse ,2011,Drama/Váleènı/Historickı,USA,Steven Spielberg,6.8,7.2,www.csfd.cz/film/277974-valecny-kun/,www.imdb.com/title/tt1568911/,-0.4
"Hitchcock, Alfred",Bludištì lásky,"Pleasure Garden, The ",1925,Drama/Krimi,"Velká Británie, Nìmecko",Alfred Hitchcock,6.5,6,www.csfd.cz/film/4384-bludiste-lasky/,www.imdb.com/title/tt0016230/,0.5
"Hitchcock, Alfred",Na šikmé ploše,Downhill ,1927,Drama,Velká Británie,Alfred Hitchcock,6.4,6,www.csfd.cz/film/4357-na-sikme-plose/,www.imdb.com/title/tt0017825/,0.4
"Hitchcock, Alfred",Pøíšernı host,"Lodger, The ",1927,Krimi/Thriller/Horor,Velká Británie,Alfred Hitchcock,8.3,7.3,www.csfd.cz/film/4370-priserny-host/,www.imdb.com/title/tt0017075/,1
"Hitchcock, Alfred",Svìtovı šampion,"Ring, The ",1927,Drama,Velká Británie,Alfred Hitchcock,6.1,6.2,www.csfd.cz/film/4389-svetovy-sampion/,www.imdb.com/title/tt0018328/,-0.100000000000001
"Hitchcock, Alfred",Farmáøova ena,"Farmer's Wife, The ",1928,Komedie/Drama/Romantickı,Velká Británie,Alfred Hitchcock,6.7,6.1,www.csfd.cz/film/4362-farmarova-zena/,www.imdb.com/title/tt0018876/,0.600000000000001
"Hitchcock, Alfred",Rozmary bohaté eny,Champagne ,1928,Komedie,Velká Británie,Alfred Hitchcock,6.3,5.7,www.csfd.cz/film/4355-rozmary-bohate-zeny/,www.imdb.com/title/tt0018756/,0.6
"Hitchcock, Alfred",ena se špatnou povìstí,Easy Virtue ,1928,Drama,Velká Británie,Alfred Hitchcock,5.7,5.7,www.csfd.cz/film/4358-zena-se-spatnou-povesti/,www.imdb.com/title/tt0017843/,0
"Hitchcock, Alfred",...a neuveï nás v pokušení,"Manxman, The ",1929,Drama,Velká Británie,Alfred Hitchcock,6.9,6.2,www.csfd.cz/film/4373-a-neuved-nas-v-pokuseni/,www.imdb.com/title/tt0020142/,0.7
"Hitchcock, Alfred",Její zpovìï,Blackmail ,1929,Thriller/Krimi,Velká Británie,Alfred Hitchcock,7.9,7,www.csfd.cz/film/4353-jeji-zpoved/,www.imdb.com/title/tt0019702/,0.9
"Hitchcock, Alfred",Juno a páv,Juno and the Paycock ,1930,Drama,Velká Británie,Alfred Hitchcock,5.7,4.7,www.csfd.cz/film/4367-juno-a-pav/,www.imdb.com/title/tt0021015/,1
"Hitchcock, Alfred",Proces Mary Baringové,Murder! ,1930,Mysteriózní/Thriller,Velká Británie,Alfred Hitchcock,7.2,6.4,www.csfd.cz/film/4378-proces-mary-baringove/,www.imdb.com/title/tt0021165/,0.8
"Hitchcock, Alfred",Radio revue,Elstree Calling ,1930,Komedie/Muzikál,Velká Británie,"Jack Hulbert, Alfred Hitchcock",4.2,5.5,www.csfd.cz/film/4360-radio-revue/,www.imdb.com/title/tt0020852/,-1.3
"Hitchcock, Alfred",Boj na nù,"Skin Game, The ",1931,Drama,Velká Británie,Alfred Hitchcock,6.9,5.9,www.csfd.cz/film/4395-boj-na-nuz/,www.imdb.com/title/tt0022395/,1
"Hitchcock, Alfred",Co moøe pohltí,Rich and Strange ,1931,Komedie/Romantickı,Velká Británie,Alfred Hitchcock,5.4,5.9,www.csfd.cz/film/4388-co-more-pohlti/,www.imdb.com/title/tt0023395/,-0.5
"Hitchcock, Alfred",Èíslo sedmnáct,Number Seventeen ,1932,Krimi/Thriller,Velká Británie,Alfred Hitchcock,7,5.9,www.csfd.cz/film/4382-cislo-sedmnact/,www.imdb.com/title/tt0023285/,1.1
"Hitchcock, Alfred","Mu, kterı vìdìl pøíliš mnoho","Man Who Knew Too Much, The ",1934,Thriller,Velká Británie,Alfred Hitchcock,7.3,6.9,www.csfd.cz/film/4371-muz-ktery-vedel-prilis-mnoho/,www.imdb.com/title/tt0025452/,0.399999999999999
"Hitchcock, Alfred",Waltzes from Vienna ,Waltzes from Vienna ,1934,Komedie/Drama/Muzikál/Romantickı,Velká Británie,Alfred Hitchcock,6.2,6.1,www.csfd.cz/film/4407-waltzes-from-vienna/,www.imdb.com/title/tt0024747/,0.100000000000001
"Hitchcock, Alfred","39 Steps, The ","39 Steps, The ",1935,Mysteriózní/Thriller/Drama,Velká Británie,Alfred Hitchcock,8.1,7.9,www.csfd.cz/film/4350-39-steps-the/,www.imdb.com/title/tt0026029/,0.199999999999999
"Hitchcock, Alfred",Sabotá,Sabotage ,1936,Drama/Thriller,Velká Británie,Alfred Hitchcock,7.9,7.1,www.csfd.cz/film/4391-sabotaz/,www.imdb.com/title/tt0028212/,0.800000000000001
"Hitchcock, Alfred",Secret Agent ,Secret Agent ,1936,Mysteriózní/Thriller/Romantickı/Drama,Velká Británie,Alfred Hitchcock,7.8,6.7,www.csfd.cz/film/4393-secret-agent/,www.imdb.com/title/tt0028231/,1.1
"Hitchcock, Alfred",Mladı a nezkušenı,Young and Innocent ,1937,Krimi/Drama/Thriller,Velká Británie,Alfred Hitchcock,7.8,7,www.csfd.cz/film/4409-mlady-a-nezkuseny/,www.imdb.com/title/tt0029811/,0.8
"Hitchcock, Alfred",Zmizení staré dámy,"Lady Vanishes, The ",1938,Komedie/Mysteriózní/Romantickı,Velká Británie,Alfred Hitchcock,8.1,8,www.csfd.cz/film/4368-zmizeni-stare-damy/,www.imdb.com/title/tt0030341/,0.0999999999999996
"Hitchcock, Alfred",Jamaica Inn ,Jamaica Inn ,1939,Dobrodrunı/Krimi,Velká Británie,Alfred Hitchcock,6.7,6.3,www.csfd.cz/film/4366-jamaica-inn/,www.imdb.com/title/tt0031505/,0.4
"Hitchcock, Alfred",Mrtvá a ivá,Rebecca ,1940,Drama/Romantickı/Thriller/Mysteriózní,USA,Alfred Hitchcock,8.3,8.3,www.csfd.cz/film/4387-mrtva-a-ziva/,www.imdb.com/title/tt0032976/,0
"Hitchcock, Alfred",Zahranièní dopisovatel,Foreign Correspondent ,1940,Mysteriózní/Romantickı/Thriller,USA,Alfred Hitchcock,7.8,7.6,www.csfd.cz/film/4363-zahranicni-dopisovatel/,www.imdb.com/title/tt0032484/,0.2
"Hitchcock, Alfred",Pan Smith s manelkou,Mr. &  Mrs. Smith ,1941,Komedie/Romantickı,USA,Alfred Hitchcock,7,6.5,www.csfd.cz/film/4377-pan-smith-s-manzelkou/,www.imdb.com/title/tt0033922/,0.5
"Hitchcock, Alfred",Podezøení,Suspicion ,1941,Film-Noir/Mysteriózní/Thriller,USA,Alfred Hitchcock,7.5,7.5,www.csfd.cz/film/4400-podezreni/,www.imdb.com/title/tt0034248/,0
"Hitchcock, Alfred",Sabotér,Saboteur ,1942,Thriller/Romantickı,USA,Alfred Hitchcock,7.6,7.3,www.csfd.cz/film/4392-saboter/,www.imdb.com/title/tt0035279/,0.3
"Hitchcock, Alfred",Ani stín podezøení,Shadow of a Doubt ,1943,Film-Noir/Thriller,USA,Alfred Hitchcock,7.8,8,www.csfd.cz/film/4394-ani-stin-podezreni/,www.imdb.com/title/tt0036342/,-0.2
"Hitchcock, Alfred",Záchrannı èlun,Lifeboat ,1944,Drama/Váleènı,USA,Alfred Hitchcock,7.8,7.8,www.csfd.cz/film/4369-zachranny-clun/,www.imdb.com/title/tt0037017/,0
"Hitchcock, Alfred",Rozdvojená duše,Spellbound ,1945,Film-Noir/Mysteriózní/Romantickı/Thriller,USA,Alfred Hitchcock,8,7.6,www.csfd.cz/film/4397-rozdvojena-duse/,www.imdb.com/title/tt0038109/,0.4
"Hitchcock, Alfred",Povìstnı mu,Notorious ,1946,Film-Noir/Romantickı/Thriller,USA,Alfred Hitchcock,8.1,8.2,www.csfd.cz/film/4380-povestny-muz/,www.imdb.com/title/tt0038787/,-0.0999999999999996
"Hitchcock, Alfred",Pøípad Paradineová,"Paradine Case, The ",1947,Drama,USA,Alfred Hitchcock,7.5,6.5,www.csfd.cz/film/4383-pripad-paradineova/,www.imdb.com/title/tt0039694/,1
"Hitchcock, Alfred",Provaz,Rope ,1948,Krimi/Drama/Mysteriózní/Thriller,USA,Alfred Hitchcock,8.4,8.1,www.csfd.cz/film/4390-provaz/,www.imdb.com/title/tt0040746/,0.300000000000001
"Hitchcock, Alfred",Pod obratníkem Kozoroha,Under Capricorn ,1949,Drama,Velká Británie,Alfred Hitchcock,7.2,6.2,www.csfd.cz/film/4405-pod-obratnikem-kozoroha/,www.imdb.com/title/tt0042004/,1
"Hitchcock, Alfred",Hrùza na jevišti,Stage Fright ,1950,Mysteriózní/Thriller,Velká Británie,Alfred Hitchcock,7.4,7,www.csfd.cz/film/4398-hruza-na-jevisti/,www.imdb.com/title/tt0042994/,0.4
"Hitchcock, Alfred",Cizinci ve vlaku,Strangers on a Train ,1951,Thriller/Film-Noir,USA,Alfred Hitchcock,8.4,8.2,www.csfd.cz/film/4399-cizinci-ve-vlaku/,www.imdb.com/title/tt0044079/,0.200000000000001
"Hitchcock, Alfred",Zpovídám se,I Confess ,1953,Drama/Thriller,USA,Alfred Hitchcock,7.7,7.2,www.csfd.cz/film/4365-zpovidam-se/,www.imdb.com/title/tt0045897/,0.5
"Hitchcock, Alfred",Okno do dvora,Rear Window ,1954,Mysteriózní/Thriller/Romantickı,USA,Alfred Hitchcock,8.7,8.6,www.csfd.cz/film/4386-okno-do-dvora/,www.imdb.com/title/tt0047396/,0.0999999999999996
"Hitchcock, Alfred",Vrada na objednávku,Dial M for Murder ,1954,Krimi/Mysteriózní/Thriller,USA,Alfred Hitchcock,8.5,8.2,www.csfd.cz/film/4356-vrazda-na-objednavku/,www.imdb.com/title/tt0046912/,0.300000000000001
"Hitchcock, Alfred",Chyte zlodìje,To Catch a Thief ,1955,Krimi/Romantickı/Thriller,USA,Alfred Hitchcock,7.5,7.5,www.csfd.cz/film/4401-chytte-zlodeje/,www.imdb.com/title/tt0048728/,0
"Hitchcock, Alfred",Potíe s Harrym,"Trouble with Harry, The ",1955,Mysteriózní/Komedie,USA,Alfred Hitchcock,7.5,7.1,www.csfd.cz/film/4404-potize-s-harrym/,www.imdb.com/title/tt0048750/,0.4
"Hitchcock, Alfred","Mu, kterı vìdìl pøíliš mnoho","Man Who Knew Too Much, The ",1956,Dobrodrunı/Thriller/Drama,USA,Alfred Hitchcock,8,7.5,www.csfd.cz/film/4372-muz-ktery-vedel-prilis-mnoho/,www.imdb.com/title/tt0049470/,0.5
"Hitchcock, Alfred",Nepravı mu,"Wrong Man, The ",1956,Drama/Krimi/Film-Noir,USA,Alfred Hitchcock,8,7.5,www.csfd.cz/film/4408-nepravy-muz/,www.imdb.com/title/tt0051207/,0.5
"Hitchcock, Alfred",Vertigo,Vertigo ,1958,Mysteriózní/Romantickı/Thriller,USA,Alfred Hitchcock,8.5,8.5,www.csfd.cz/film/4406-vertigo/,www.imdb.com/title/tt0052357/,0
"Hitchcock, Alfred",Na sever severozápadní linkou,North by Northwest ,1959,Dobrodrunı/Thriller/Romantickı/Mysteriózní,USA,Alfred Hitchcock,8.6,8.5,www.csfd.cz/film/4379-na-sever-severozapadni-linkou/,www.imdb.com/title/tt0053125/,0.0999999999999996
"Hitchcock, Alfred",Psycho,Psycho ,1960,Horor/Mysteriózní/Thriller,USA,Alfred Hitchcock,8.8,8.6,www.csfd.cz/film/4385-psycho/,www.imdb.com/title/tt0054215/,0.200000000000001
"Hitchcock, Alfred",Ptáci,"Birds, The ",1963,Horor/Thriller,USA,Alfred Hitchcock,7.9,7.8,www.csfd.cz/film/4352-ptaci/,www.imdb.com/title/tt0056869/,0.100000000000001
"Hitchcock, Alfred",Marnie,Marnie ,1964,Drama/Thriller,USA,Alfred Hitchcock,7.6,7.2,www.csfd.cz/film/4374-marnie/,www.imdb.com/title/tt0058329/,0.399999999999999
"Hitchcock, Alfred",Roztrená opona,Torn Curtain ,1966,Mysteriózní/Thriller,USA,Alfred Hitchcock,7.4,6.7,www.csfd.cz/film/4403-roztrzena-opona/,www.imdb.com/title/tt0061107/,0.7
"Hitchcock, Alfred",Topaz,Topaz ,1969,Thriller/Krimi/Drama,USA,Alfred Hitchcock,6.8,6.2,www.csfd.cz/film/4402-topaz/,www.imdb.com/title/tt0065112/,0.6
"Hitchcock, Alfred",Zbìsilost,Frenzy ,1972,Thriller/Krimi,Velká Británie,Alfred Hitchcock,8,7.5,www.csfd.cz/film/4364-zbesilost/,www.imdb.com/title/tt0068611/,0.5
"Hitchcock, Alfred",Rodinné spiknutí,Family Plot ,1976,Komedie/Thriller/Krimi,USA,Alfred Hitchcock,6.9,6.8,www.csfd.cz/film/4361-rodinne-spiknuti/,www.imdb.com/title/tt0074512/,0.100000000000001
"von Trier, Lars",Prvek zloèinu,Forbrydelsens element ,1984,Thriller,Dánsko,Lars von Trier,7.8,6.8,www.csfd.cz/film/9393-prvek-zlocinu/,www.imdb.com/title/tt0087280/,1
"von Trier, Lars",Epidemie,Epidemic ,1987,Drama/Horor/Thriller,Dánsko,Lars von Trier,7.4,5.9,www.csfd.cz/film/9391-epidemie/,www.imdb.com/title/tt0092972/,1.5
"von Trier, Lars",Médea,Medea ,1988,Drama,Dánsko,Lars von Trier,7.6,6.9,www.csfd.cz/film/9394-medea/,www.imdb.com/title/tt0095607/,0.699999999999999
"von Trier, Lars",Evropa,Europa ,1991,Drama/Thriller/Váleènı,"Dánsko, Švédsko, Francie, Nìmecko",Lars von Trier,8.4,7.6,www.csfd.cz/film/9392-evropa/,www.imdb.com/title/tt0101829/,0.800000000000001
"von Trier, Lars",Prolomit vlny,Breaking the Waves ,1996,Drama/Romantickı,"Dánsko, Švédsko, Francie, Nizozemsko",Lars von Trier,8.5,7.8,www.csfd.cz/film/9385-prolomit-vlny/,www.imdb.com/title/tt0115751/,0.7
"von Trier, Lars",Idioti,Idioterne ,1998,Komedie/Drama,"Dánsko, Francie, Itálie, Nizozemsko",Lars von Trier,7.7,6.7,www.csfd.cz/film/38127-idioti/,www.imdb.com/title/tt0154421/,1
"von Trier, Lars",Tanec v temnotách,Dancer in the Dark ,2000,Krimi/Drama/Muzikál,"Dánsko, Nìmecko, Nizozemsko, USA",Lars von Trier,8.2,7.8,www.csfd.cz/film/9389-tanec-v-temnotach/,www.imdb.com/title/tt0168629/,0.399999999999999
"von Trier, Lars",Dogville,Dogville ,2003,Drama/Thriller/Mysteriózní,"Dánsko, Švédsko, Francie, Norsko",Lars von Trier,8.4,7.9,www.csfd.cz/film/9390-dogville/,www.imdb.com/title/tt0276919/,0.5
"von Trier, Lars",Pìt pøekáek,"Fem benspand, De ",2003,Dokumentární/Drama/Animovanı,"Dánsko, Švıcarsko, Belgie, Francie","Jorgen Leth, Lars von Trier",8.1,7.3,www.csfd.cz/film/117208-pet-prekazek/,www.imdb.com/title/tt0354575/,0.8
"von Trier, Lars",Manderlay,Manderlay ,2005,Drama,"Dánsko, Švédsko",Lars von Trier,8.1,7.3,www.csfd.cz/film/117209-manderlay/,www.imdb.com/title/tt0342735/,0.8
"von Trier, Lars",Kdo je tady øeditel?,Direktoren for det hele ,2006,Komedie,"Dánsko, Švédsko, Island, Itálie",Lars von Trier,7.1,6.6,www.csfd.cz/film/222772-kdo-je-tady-reditel/,www.imdb.com/title/tt0469754/,0.5
"von Trier, Lars",Antikrist,Antichrist ,2009,Drama/Horor/Mysteriózní/Psychologickı,"Dánsko, Nìmecko, Francie, Švédsko",Lars von Trier,6.9,6.5,www.csfd.cz/film/231649-antikrist/,www.imdb.com/title/tt0870984/,0.4
"von Trier, Lars",Melancholia,Melancholia ,2011,Drama/Sci-Fi/Psychologickı,"Dánsko, Švédsko, Francie, Nìmecko",Lars von Trier,7.2,7.1,www.csfd.cz/film/268533-melancholia/,www.imdb.com/title/tt1529307/,0
"Kaurismäki, Aki",Zloèin a trest,Rikos ja rangaistus ,1983,Krimi/Drama,Finsko,Aki Kaurismäki,7.1,7.1,www.csfd.cz/film/5040-zlocin-a-trest/,www.imdb.com/title/tt0086199/,0
"Kaurismäki, Aki",Calamari Union,Calamari Union ,1985,Komedie,Finsko,Aki Kaurismäki,7.6,7,www.csfd.cz/film/5030-calamari-union/,www.imdb.com/title/tt0087020/,0.6
"Kaurismäki, Aki",Stíny v ráji,Varjoja paratiisissa ,1986,Komedie/Romantickı,Finsko,Aki Kaurismäki,8.4,7.5,www.csfd.cz/film/5048-stiny-v-raji/,www.imdb.com/title/tt0092149/,0.9
"Kaurismäki, Aki",Hamlet podniká,Hamlet liikemaailmassa ,1987,Komedie/Drama/Romantickı,Finsko,Aki Kaurismäki,7.5,6.9,www.csfd.cz/film/5031-hamlet-podnika/,www.imdb.com/title/tt0093139/,0.6
"Kaurismäki, Aki",Ariel,Ariel ,1988,Komedie/Drama/Krimi/Romantickı,Finsko,Aki Kaurismäki,8.1,7.5,www.csfd.cz/film/5029-ariel/,www.imdb.com/title/tt0094675/,0.6
"Kaurismäki, Aki",Leningradští kovbojové dobıvají Ameriku,Leningrad Cowboys Go America ,1989,Komedie/Road movie,"Finsko, Švédsko",Aki Kaurismäki,7.8,6.7,www.csfd.cz/film/5035-leningradsti-kovbojove-dobyvaji-ameriku/,www.imdb.com/title/tt0097728/,1.1
"Kaurismäki, Aki",Dìvèe ze sirkárny,Tulitikkutehtaan tyttö ,1990,Drama/Komedie,"Finsko, Švédsko",Aki Kaurismäki,8.3,7.5,www.csfd.cz/film/5047-devce-ze-sirkarny/,www.imdb.com/title/tt0098532/,0.800000000000001
"Kaurismäki, Aki",Najal jsem si vraha,I Hired a Contract Killer ,1990,Drama/Komedie,"Finsko, Velká Británie, Nìmecko, Švédsko",Aki Kaurismäki,8,7.2,www.csfd.cz/film/5032-najal-jsem-si-vraha/,www.imdb.com/title/tt0099818/,0.8
"Kaurismäki, Aki",Bohémskı ivot,"Vie de boheme, La ",1992,Drama,"Francie, Nìmecko, Švédsko, Finsko",Aki Kaurismäki,8.5,7.4,www.csfd.cz/film/5049-bohemsky-zivot/,www.imdb.com/title/tt0105750/,1.1
"Kaurismäki, Aki","Dr si šátek, Tatjano","Pidä huivista kiinni, Tatjana ",1994,Komedie/Road movie,"Finsko, Nìmecko",Aki Kaurismäki,8.2,7.1,www.csfd.cz/film/5038-drz-si-satek-tatjano/,www.imdb.com/title/tt0110832/,1.1
"Kaurismäki, Aki",Leningradští kovbojové potkávají Mojíše,Leningrad Cowboys Meet Moses ,1994,Komedie/Dobrodrunı/Hudební,"Finsko, Nìmecko, Francie",Aki Kaurismäki,6.5,5.3,www.csfd.cz/film/5036-leningradsti-kovbojove-potkavaji-mojzise/,www.imdb.com/title/tt0107384/,1.2
"Kaurismäki, Aki",Mraky odtáhly,Kauas pilvet karkaavat ,1996,Komedie/Drama,Finsko,Aki Kaurismäki,8.3,7.5,www.csfd.cz/film/5034-mraky-odtahly/,www.imdb.com/title/tt0116752/,0.800000000000001
"Kaurismäki, Aki",Juha,Juha ,1999,Komedie/Drama/Romantickı,Finsko,Aki Kaurismäki,7.9,6.9,www.csfd.cz/film/5033-juha/,www.imdb.com/title/tt0158692/,1
"Kaurismäki, Aki",Dalších deset minut,Ten Minutes Older: The Trumpet ,2002,Drama/Povídkovı,"Èína, Finsko, Nìmecko, Nizozemsko","Aki Kaurismäki, Kaige Chen",7.5,7.1,www.csfd.cz/film/32928-dalsich-deset-minut/,www.imdb.com/title/tt0304808/,0.4
"Kaurismäki, Aki",Mu bez minulosti,Mies vailla menneisyyttä ,2002,Drama/Komedie/Krimi/Romantickı,"Finsko, Nìmecko, Francie",Aki Kaurismäki,7.9,7.6,www.csfd.cz/film/35366-muz-bez-minulosti/,www.imdb.com/title/tt0311519/,0.300000000000001
"Kaurismäki, Aki",Svìtla v soumraku,Laitakaupungin valot ,2006,Drama,"Finsko, Nìmecko, Francie",Aki Kaurismäki,7,6.8,www.csfd.cz/film/222908-svetla-v-soumraku/,www.imdb.com/title/tt0458242/,0.2
"Kaurismäki, Aki",Le Havre,"Havre, Le ",2011,Romantickı/Komedie/Drama,"Finsko, Francie, Nìmecko",Aki Kaurismäki,7.5,7.2,www.csfd.cz/film/277361-le-havre/,www.imdb.com/title/tt1508675/,0.3
"Gilliam, Terry",Monty Python a Svatı Grál,Monty Python and the Holy Grail ,1975,Dobrodrunı/Komedie,Velká Británie,"Terry Jones, Terry Gilliam",8.5,8.4,www.csfd.cz/film/3308-monty-python-a-svaty-gral/,www.imdb.com/title/tt0071853/,0.0999999999999996
"Gilliam, Terry",vahlav,Jabberwocky ,1977,Fantasy/Dobrodrunı/Komedie,Velká Británie,Terry Gilliam,7.3,6.1,www.csfd.cz/film/3306-zvahlav/,www.imdb.com/title/tt0076221/,1.2
"Gilliam, Terry",Zlodìji èasu,Time Bandits ,1981,Fantasy/Dobrodrunı/Komedie,Velká Británie,Terry Gilliam,6.8,6.9,www.csfd.cz/film/3310-zlodeji-casu/,www.imdb.com/title/tt0081633/,-0.100000000000001
"Gilliam, Terry",Monty Pythonùv smysl ivota,Monty Python's The Meaning of Life ,1983,Komedie,Velká Británie,"Terry Jones, Terry Gilliam",8.3,7.5,www.csfd.cz/film/3309-monty-pythonuv-smysl-zivota/,www.imdb.com/title/tt0085959/,0.800000000000001
"Gilliam, Terry",Brazil,Brazil ,1985,Drama/Fantasy/Sci-Fi,Velká Británie,Terry Gilliam,8.1,8,www.csfd.cz/film/3301-brazil/,www.imdb.com/title/tt0088846/,0.0999999999999996
"Gilliam, Terry",Dobrodruství Barona Prášila,"Adventures of Baron Munchausen, The ",1988,Dobrodrunı/Fantasy/Komedie,"Velká Británie, Západní Nìmecko",Terry Gilliam,7.6,7,www.csfd.cz/film/3299-dobrodruzstvi-barona-prasila/,www.imdb.com/title/tt0096764/,0.6
"Gilliam, Terry",Král rybáø,"Fisher King, The ",1991,Drama/Komedie/Romantickı,USA,Terry Gilliam,8.3,7.5,www.csfd.cz/film/3304-kral-rybar/,www.imdb.com/title/tt0101889/,0.800000000000001
"Gilliam, Terry",12 opic,Twelve Monkeys ,1995,Mysteriózní/Sci-Fi/Thriller,USA,Terry Gilliam,8.7,8.1,www.csfd.cz/film/3311-12-opic/,www.imdb.com/title/tt0114746/,0.6
"Gilliam, Terry",Strach a hnus v Las Vegas,Fear and Loathing in Las Vegas ,1998,Komedie/Road movie,USA,Terry Gilliam,7.6,7.6,www.csfd.cz/film/3303-strach-a-hnus-v-las-vegas/,www.imdb.com/title/tt0120669/,0
"Tarantino, Quentin",My Best Friend's Birthday ,My Best Friend's Birthday ,1987,Komedie,USA,Quentin Tarantino,7.1,5.7,www.csfd.cz/film/117078-my-best-friend-s-birthday/,www.imdb.com/title/tt0359715/,1.4
"Tarantino, Quentin",Gauneøi,Reservoir Dogs ,1992,Krimi/Thriller/Drama,USA,Quentin Tarantino,8.6,8.4,www.csfd.cz/film/8853-gauneri/,www.imdb.com/title/tt0105236/,0.199999999999999
"Tarantino, Quentin",Pulp Fiction: Historky z podsvìtí,Pulp Fiction ,1994,Krimi/Thriller,USA,Quentin Tarantino,9.1,9,www.csfd.cz/film/8852-pulp-fiction-historky-z-podsveti/,www.imdb.com/title/tt0110912/,0.0999999999999996
"Tarantino, Quentin",Jackie Brown,Jackie Brown ,1997,Krimi/Drama/Thriller,USA,Quentin Tarantino,7.9,7.5,www.csfd.cz/film/8850-jackie-brown/,www.imdb.com/title/tt0119396/,0.4
"Tarantino, Quentin",Kill Bill,Kill Bill: Vol. 1 ,2003,Akèní/Thriller/Krimi,USA,Quentin Tarantino,7.8,8.2,www.csfd.cz/film/43483-kill-bill/,www.imdb.com/title/tt0266697/,-0.399999999999999
"Tarantino, Quentin",Kill Bill 2,Kill Bill: Vol. 2 ,2004,Akèní/Thriller/Krimi,USA,Quentin Tarantino,7.9,8,www.csfd.cz/film/136304-kill-bill-2/,www.imdb.com/title/tt0378194/,-0.0999999999999996
